filename	Cadaverine-C2:0	Cadaverine-C3:0	Cadaverine-C5:0	Cadaverine-C6:0	Cadaverine-C7:0	Dopamine-C2:0	Histamine-C2:0	Histamine-C3:0	Histamine-C4:0	Histamine-C5:0	Histamine-C6:0	Serotonin-C2:0	Sulfadimethoxine	Sulfamethazine	Tryptophan-C3:0
HNRC_100H2O_P3_G2.mzML	16.96661334636644	7.101095582720392	0.4243255803284315	0.0025191466888031	0.0	0.0212534212100075	23.7402014390534	8.94565245179026	0.4116695844669786	0.0981435738482811	0.0	0.0074137641137825	1.9664977259384968	1.0	0.0683343568225591
HNRC_100H2O_P3_G4.mzML	1.3647490294271103	1.0885311306339105	0.1610782935844519	0.0	0.0	0.0014810379950429	0.0651464548192083	0.0237085313166727	0.0	0.0	0.0	0.0	0.8235155583405	1.0	0.0
HNRC_100H2O_P3_G5.mzML	0.3190330700440551	0.4288246569705412	0.067763947653321	0.0	0.0	0.0037499857992935	0.1277643866479979	0.0922850262001279	0.0243693413691332	0.0114309901069113	0.0	0.0	0.5406306053343884	1.0	0.0
HNRC_100H2O_P3_G6.mzML	0.1851045239509663	0.0741993418942646	0.1592689394103643	0.0007214342394532	0.0	0.0026225540855858	0.0233931832464247	0.0127822561023495	0.0029590507525785	0.001046729072525	0.0	0.0010521894646872	0.647110874387051	1.0	0.0
HNRC_100H2O_P3_G7.mzML	4.457056137470035	3.4548464453369703	0.7896091585685473	0.0407322206685466	0.0040335237407094	0.0030776926268478	3.3378874035961457	2.444938557189135	0.7294348224009155	0.4082516514756212	0.0447807108954682	0.0015971246223283	0.7538274467382493	1.0	0.0
HNRC_100H2O_P3_G8.mzML	0.3084866923703386	0.1432289314927409	0.0226868351825399	0.0	0.0	0.0080714452272925	0.0319148509859122	0.0163579922611311	0.0028495073042161	0.0	0.0	0.0084391251159205	1.393975824159874	1.0	0.0
HNRC_100H2O_P3_G9.mzML	2.7411325640601016	0.8928491988075646	0.0224312871391029	0.0	0.0	0.0028781407064451	0.1691990045147438	0.0970943539279789	0.0	0.0	0.0009781543952318	0.0	0.8515916766463509	1.0	0.0006539383752019
HNRC_100H2O_P3_H1.mzML	0.0909417108913957	0.0699963938207855	0.1112180331303273	0.0002747865712711	0.0	0.0	0.0684639206857877	0.0356552648762735	0.0329296460680098	0.0287471897740908	0.0001979649304618	0.0	1.1822694428763	1.0	0.0003661270430998
HNRC_100H2O_P3_H10.mzML	0.4247793014438977	0.2433997136403968	0.0162566346696781	0.0	0.0	0.0	0.0180206904896345	0.0101752641768169	0.0	0.0	0.0	0.0	1.103271759296604	1.0	0.0
HNRC_100H2O_P3_H11.mzML	50.16772819903776	39.956102785617176	5.675671585809833	0.1639295247805051	0.0	0.0045187930091366	0.732500981846295	0.6032793003837297	0.2718548386621924	0.0182298643491757	0.0	0.0180980989571526	1.0134586544083577	1.0	0.0012818099063139
HNRC_100H2O_P3_H12.mzML	0.3540153795908147	0.4685731358945634	0.1939125153469089	0.0103174748883592	0.0	0.0586092938259665	0.0	0.0	0.0	0.0	0.0	0.0316124482026268	1.5939595804914617	1.0	0.0
HNRC_100H2O_P3_H2.mzML	0.614337536033898	0.2937615296981893	0.0093924456075529	0.0	0.0	0.0008111473062636	0.6270928797862751	0.1837769204227107	0.0059380030863003	0.0025588312094444	0.0	0.0	1.4519825557455022	1.0	0.0
HNRC_100H2O_P3_H4.mzML	34.93772037695422	10.5655032615809	2.353496353225065	0.1225595056805646	0.0	0.1000022172568667	2.4896202736166115	0.6252831152451073	0.2609956771790991	0.0799945963750656	0.0	0.0040360398701517	0.900993512883448	1.0	0.0589309328043113
HNRC_100H2O_P3_H5.mzML	0.4561287786367775	0.4375332456361287	0.0654103801526773	0.0018583492734761	0.0	0.0036429898604098	0.0053730613991503	0.0091671279291403	0.0018985846718039	0.0006122492066577	0.0	0.0041797091638362	0.6569469905878172	1.0	0.0006749968668327
HNRC_100H2O_P3_H6.mzML	0.3448907763049595	0.030153636483853	0.0	0.0	0.0	0.0018652390886503	0.0712301130708425	0.006990710217161	0.0008446469275448	0.0	0.0	0.0114905394681257	0.576713141463811	1.0	0.0
HNRC_100H2O_P3_H7.mzML	0.2875157961325398	0.1684184583869817	0.7298143702658226	0.0026616576577114	0.0	0.003158965414862	0.0288444280494555	0.0172484815571294	0.0271026759804791	0.0339885402508582	0.0	0.0002117092049491	0.5475069338867512	1.0	0.0
HNRC_100H2O_P3_H8.mzML	0.0492544768050293	0.0313327871712371	0.0170358233158657	0.0	0.0	0.0005732800089382	0.3567656215026563	0.137651643703519	0.2072371338214731	0.3447245969922649	0.0151064736393377	0.0004543353617755	0.8503601380630553	1.0	0.0
HNRC_100H2O_P3_H9.mzML	14.875149351568238	12.435296310965724	0.4706788374125023	0.0030429609907704	0.0	0.0142560274092603	8.793852083734212	5.585598757718401	0.4936376493983634	0.172494116907144	0.0	0.0	1.5517244219295048	1.0	0.0
HNRC_100H2O_P4_A1.mzML	0.5632478770614192	0.4402041920738065	0.0920784204753046	0.0127443047688958	0.0	0.0	0.0154143223279752	0.0063043768403666	0.0	0.0	0.0	0.0	2.0750508837930948	1.0	0.0
HNRC_100H2O_P4_A2.mzML	0.2061283349146029	0.0853497147077205	0.0057567767345493	0.0	0.0	0.0019015282754807	0.007579470198921	0.0	0.0003399241361414	0.0	0.0	0.0	0.8196438253616853	1.0	0.0
HNRC_100H2O_P4_A3.mzML	2.194772327311195	1.3977383934210277	0.2833752107522532	0.0127697129852762	0.0	0.0022197291600527	0.0471946271874078	0.0121460520176291	0.0010920139536162	0.0	0.0	0.0	0.8445413801245703	1.0	0.0
HNRC_100H2O_P4_A5.mzML	0.7493854475851738	0.4943924333790869	0.0259289686042677	0.0	0.0	0.0017345238578561	0.1591199718867367	0.075272770608092	0.0146344118440728	0.0019954419478787	0.0	0.0	0.9038260320269051	1.0	0.0019399970848462
HNRC_100H2O_P4_A6.mzML	2.005270781951655	1.5795232242356705	1.468098411313562	0.1256868961703231	0.0342070012338188	0.0207701673297891	0.0	0.0	0.0	0.0110483591956518	0.0	0.0	1.348527441152374	1.0	0.0
HNRC_100H2O_P4_A7.mzML	4.678513793404332	3.7478922980128497	0.60541397434661	0.0035757339872973	0.0	0.0	0.0336095114099261	0.0310718705941244	0.0012277897946718	0.0	0.0	0.0	1.8704413108670992	1.0	0.0
HNRC_100H2O_P4_A8.mzML	0.1654110836159082	0.0659271903869765	0.003626332122004	0.0	0.0	0.008763541994069	0.0675156209495087	0.0236095271827429	0.0012343464091697	0.0	0.0	0.0	0.7681142123399863	1.0	0.0013290952632813
HNRC_100H2O_P4_A9.mzML	0.2106323572423413	0.0894274805048625	0.0013179155628643	0.0	0.0	0.0130263933066409	0.0707305429558682	0.0258789461109075	0.0023115167005505	0.0	0.0	0.00240003260424	0.8690180700095727	1.0	0.001788469593962
HNRC_100H2O_P4_B1.mzML	20.83309798470488	16.373402677066327	1.1890256168167477	0.0095373495354931	0.001824817907926	0.0025421993923691	4.432862574386087	4.151183080637857	0.7669893403371795	0.6104504471671395	0.0060152525557238	0.0071108907026163	2.2794159329906294	1.0	0.0
HNRC_100H2O_P4_B2.mzML	0.4814067751615254	0.220103820524604	0.0318848675981117	0.0	0.0	0.0020457293320897	0.0657316128883136	0.0341580394581556	0.0	0.0	0.0	0.0013646126789288	1.396159250728768	1.0	0.0
HNRC_100H2O_P4_B3.mzML	2.985109267233664	2.9310730618356025	0.542975358323598	0.0190849747648065	0.0010631822704035	0.0031044958023995	0.5485918332595784	0.2347965024652823	0.0915893788028662	0.0633353657922234	0.0010138594736534	0.0	0.8407860120905699	1.0	0.0
HNRC_100H2O_P4_B5.mzML	1.6064659611668537	0.6415559229576019	0.7641285432971553	0.0050334946191219	0.0	0.0020170939075811	0.0169456801775932	0.006892689766343	0.0	0.0014246771014241	0.0	0.0003788615433156	0.794526418604783	1.0	0.0
